Unnamed: 0,x_i,x_j,Label
2675,"and for his mother , it was these",two that were the most important.,GPT_NEO
2676,it was n't like,that.,GPT_NEO
2677,"i tried calling the number on my cellphone ,","but it is not working, any idea how to fix it?  A:  You can try to use the following code: $(document).",GPT_NEO
2678,"this i know , though : only a","few of them are in the top 10, but i think they are the most popular.",GPT_NEO
2679,darling laughed as he heard her screaming,".  ""What's the matter?""  ""I'm sorry, but I'm not going to be able to help you.""  ""I'm not going to help you,",GPT_NEO
2680,this was because i 'd just discovered his,name and i was just wondering if he was a real person.,GPT_NEO
2681," i cried when they told me , ''",'m not going to be able to do this.,GPT_NEO
2682,the same look was nearly,identical.,GPT_NEO
2683,"no coaxing , no bullshit , no games","no games, no games,",GPT_NEO
2684,"until the very end , he would open",the door and walk in.,GPT_NEO
2685,she did n't bother to,look at the other two.,GPT_NEO
2686,even though i needed time to think about,it.,GPT_NEO
2687,"hey , was i supposed","to be a little bit more  I'm not sure if I'm the only one who has been to the site, but I'm sure I'm the only one who has been to the site.",GPT_NEO
2688,it was a clever bend of her mouth,", and she was a little bit too strong for her.",GPT_NEO
2689,who would make sure his blood got destroyed so no,one would ever know what happened to him.,GPT_NEO
2690,'my grandfather scored two goals in a match,against the United States.,GPT_NEO
2691,whats the use in having all that when you ca,i- ing a lot of the time.,GPT_NEO
2692, i 'm so,I'm not sure what to do.,GPT_NEO
2693,"but as time passed , the",number of people who have been killed by the police has increased.,GPT_NEO
2694,"maybe , if someone helped her to be free","of her husband, she would have been free to go to the movies.",GPT_NEO
2695,i am walking toward the closet to dress,up.,GPT_NEO
2696, it 's probably just some,random random thing that happened to me.,GPT_NEO
2697, it 's where vampires go when on the,road.,GPT_NEO
2698,the township lay nestled in the curve of,"the valley, and the crowded streets were filled with the crowd of people, and the baggage of the people was filled with the crowd of people.",GPT_NEO
2699,a small freighter carrying fusion reactors for use,in the production of fuel.,GPT_NEO
2700,"she meant to keep me , anita ,","nd my wife from being a part of the  ""I'm not a part of the ""I'm not a part of the ""I'm not a part of the ""I'm not a part",GPT_NEO
2701,duncan was waiting for,the next day.,GPT_NEO
2702,"i could have told him that , but i",was not sure if he was telling the truth or not.,GPT_NEO
2703,i hit the stone floor on my knees,. I was so scared. I was so scared. I was so scared. I was so scared. I was so scared. I was so scared. I was so scared. I was so scared. I,GPT_NEO
2704, do n't you fucking,"do it?"" ""I don't know.",GPT_NEO
2705,"a couple days later , amy purchased some pans",from the store and put them in the freezer.,GPT_NEO
2706,"the other airboat , sensing the","presence of the other airboat, sensing the presence of the other airboat,",GPT_NEO
2707, i did n't have,a chance to get a chance to get a chance to get a chance to get a chance to get a chance to get a chance to get a chance to get a chance to get a chance to get a chance to get a,GPT_NEO
2708,"just a brooding unease , and mind snapshots","of the past, present, and future.",GPT_NEO
2709,"i mean , wheres your herb garden",is a lot of plants that are growing in the garden.,GPT_NEO
2710,"jack 's voice , sharp with command i scrambled","he phone, and the phone was ringing.",GPT_NEO
2711,marjorie had gone out,of her mind.,GPT_NEO
2712,gwen already had a pretty good,idea of what to do with the new system.,GPT_NEO
2713,"by this point , however ,","he problem is that the $x$-axis is not a straight line, so the $y$-axis is not a straight line,",GPT_NEO
2714, and your people were,not in the same place.,GPT_NEO
2715,beside it was another,time.,GPT_NEO
2716,"a half mile farther down , i reached","the top of the hill, and the road was still there,",GPT_NEO
2717,we 're right on the verge of,a major change.,GPT_NEO
2718,another roar went up from the field as haydens,and other animals began to move in and out of the field.,GPT_NEO
2719,they both wore long black dresses and,long black skirts.,GPT_NEO
2720,a few flashbulbs go off-then they see it,".  I'm not sure if it's because I'm not a fan of the ""flashbulbs"" or because I'm not a fan of the ""flashbulbs"" or",GPT_NEO
2721,she asked as if she,were in a trance.,GPT_NEO
2722,as he took the weight off each foot,".  ""I'm sorry,"" he said. ""I'm sorry.""  ""I'm sorry,",GPT_NEO
2723,now can i ask you what you,think about the new version of the game?  I think it's a good idea to have a look at the game's interface.,GPT_NEO
2724,i sat down on my bed and pulled,"out a small, white-tiled sheet.",GPT_NEO
2725,the northern door opened into a long corridor,", and the crowded room was filled with the sound of the doorbell.",GPT_NEO
2726,"dimitri managed to fold his huge , muscular",body into a shape that was almost as big as his own.,GPT_NEO
2727,'argaol just had a few last,-minute changes to the code.,GPT_NEO
2728,"and with elijah 's wariness , he","as a man of the world, and he was a man of the world,",GPT_NEO
2729,he lifted his head,and looked at the sky.,GPT_NEO
2730, i think this might be,a problem.,GPT_NEO
2731,as they approached the source of the glow,".  ""What is it?""  ""It's a little bit of a light,",GPT_NEO
2732,she 's clever ; she,s a good girl ; she's a good girl ; she's a good girl ; she's a good girl ; she's a good girl ; she's a good girl ; she's,GPT_NEO
2733,"he pounded the amulet , bottom-side",of the amulet.,GPT_NEO
2734,since they didnt have any more kids after,the war.,GPT_NEO
2735,i then went and,got a new one.,GPT_NEO
2736, you are full of,shit.,GPT_NEO
2737,i stand outside for what feels like forever,.  The first thing I did was to get a copy of the book. I was going to have to go to the library to get it. I was going to have to go to the library to,GPT_NEO
2738,even as a child she recognized the taint of madness,".  ""I'm sorry,"" she said. ""I didn't mean to hurt you.""  ""I'm sorry,",GPT_NEO
2739,so what lucian was wondering was if we,could get a better idea of what the problem was.,GPT_NEO
2740,"when they turned back ,",they were not the only ones who were affected by the disease.,GPT_NEO
2741,next to that was the,first time I had seen a man in a suit with a gun.,GPT_NEO
2742,"his answer was ,  i want",to know if you can help me with this.,GPT_NEO
2743,"and together , were",the first to be made to the,GPT_NEO
2744,it took so much effort to keep,the game going that it was almost impossible to keep the game going.,GPT_NEO
2745,i heard her digging through,the papers.,GPT_NEO
2746,"he rode her hard and fast , slamming",her head against the wall.,GPT_NEO
2747, we have some,good news for you.,GPT_NEO
2748, just another one of,the many ways that you can get your hands on a new phone.,GPT_NEO
2749,i came here looking for,a new job.,GPT_NEO
2750,had colin decided to go,to the police.,GPT_NEO
2751,in her tank top and with her black,leather pants.,GPT_NEO
2752,moments ago i 'd made my choice and,i 'd been in the same situation.,GPT_NEO
2753,but i was n't clear what,i was doing.,GPT_NEO
2754,logging camp and an out-of-commission lodge are all,that's needed.,GPT_NEO
2755,i stared at logan in his faded blue,"shirt, his eyes fixed on the floor.",GPT_NEO
2756, but if i slip there and in,"the middle of the table,",GPT_NEO
2757,"well , i can do",it.,GPT_NEO
2758,the crowd and winds and panic caused a,lot of people to panic.,GPT_NEO
2759,as the show would go out on a,Sunday night.,GPT_NEO
2760,if barges were still coming down the river,", and the river was still running,",GPT_NEO
2761,i should 've talked,about it.,GPT_NEO
2762,there 's no question this corpse should n't,e there.,GPT_NEO
2763,freda 's mother just did n't,ave to worry about it.,GPT_NEO
2764,my heart started thudding as i watched him,".  ""I'm sorry, I'm not sure what to do,",GPT_NEO
2765, i did n't,"i was a little bit confused <jrib> jrib_: you can use the command line,",GPT_NEO
2766,fear surges through me and i move quickly,to the next step.,GPT_NEO
2767,the order has done absolutely nothing to,help you.,GPT_NEO
2768,"the withdrawal was quick , too quick , and","he withdrawal was slow, too slow,",GPT_NEO
2769,shes been gone since,the beginning of the year.,GPT_NEO
2770,louis smith fell in and out of,the room.,GPT_NEO
2771, we 'll take our,"chances, and we'll be right back.",GPT_NEO
2772, the president made his address to the,nation.,GPT_NEO
2773,elton and gino sat in the,back seat of the car.,GPT_NEO
2774,the driver fired up the watercraft,", and the pilot, who was in the water, was killed.",GPT_NEO
2775,a few drops of rain,", and the sky was clear.",GPT_NEO
2776,"mr. morgenstern senior called us , at the",time we were in the middle of a big game.,GPT_NEO
2777,i walked over to the door wearing nothing,but a pair of jeans and a T-shirt.,GPT_NEO
2778," i 'm looking at ,",ut i can't find the file <matthew> i have a problem with the ubuntu-desktop-i386.,GPT_NEO
2779,did they fear there might be,a chance of a better outcome?  I think the answer is yes.,GPT_NEO
2780,i would like to think that is at,least a little bit of a problem.,GPT_NEO
2781,i do n't know,what to do with it.,GPT_NEO
2782,hal ca n't get back,to the beginning of the world.,GPT_NEO
2783,he wondered at this sudden surge of libido when,he was in the room.,GPT_NEO
2784,as long as you know,", and you can't do it.",GPT_NEO
2785,"st. clair was there , smoking in a","small room, and I was sitting on the floor with my back to the wall,",GPT_NEO
2786,i slowed the porsche down as,he drove the car into the parking lot.,GPT_NEO
2787, i also forgot,"to mention that the ""C"" in the name of the ""C"" in the name of the ""C"" in the name of the ""C"" in the name of the ""C"" in the name of the ""C""",GPT_NEO
2788,only one sleeve stuck out,of the sleeve of the sleeve of the sleeve of the sleeve of the sleeve of the sleeve of the sleeve of the sleeve of the sleeve of the sleeve of the sleeve of the sleeve of the sleeve of the sleeve of the sleeve,GPT_NEO
2789,"reminded of why he was here , he","was not there, he was not there,",GPT_NEO
2790,"he chanted a phrase lowly , over and","over again, and then he said, ""I am the king of the world, and I am the king of the world.",GPT_NEO
2791,we did not expect so gracious a welcome,".  ""I am sorry, Mr. President,",GPT_NEO
2792,he 'd kept that side of himself well,", and he was a good man.",GPT_NEO
2793,i look over at the couch downstairs,".  ""I'm sorry, I didn't mean to intrude,",GPT_NEO
2794, one lykae can only,be found in the upper part of the body.,GPT_NEO
2795,it had been protocol that required vayentha 's,counsel to file a motion for new trial.,GPT_NEO
2796,his younger brother might act like the consummate player,", but he was not.",GPT_NEO
2797,"she looked behind her , saw no","one, and was still standing.",GPT_NEO
2798,he ran my card down a black strip,of paper.,GPT_NEO
2799,"the ma'at are ready to move , is","it not?  I have a question about the ""Mama"" in the ""Mama"" in the ""Mama"" in the ""Mama"" in the ""Mama"" in",GPT_NEO
2800,"the occasional car rumbled by , trucks backed","up, and the  vehicle was stopped by a police officer.",GPT_NEO
2801,"by this time , i had walked through","the city, and i saw a lot of people,",GPT_NEO
2802, john said he 'd handle,the case' and 'didn't want to be a lawyer.,GPT_NEO
2803," okay , but you are",not going to get the same results.,GPT_NEO
2804,rico decided to use the,same method for the first time.,GPT_NEO
2805, i have something i have to tell,you.,GPT_NEO
2806,he had a hard time,getting to the point where he could get to the point where he could get to the point where he could get to the point where he could get to the point where he could get to the point where he could get to the,GPT_NEO
2807,he took what he took from her but,she was not going to let him go.,GPT_NEO
2808,at this point a police cruiser came,to the scene.,GPT_NEO
2809,the same suits that were,used to make the,GPT_NEO
2810,in my present attire we would appear less,than a mile away.,GPT_NEO
2811,"under the light of dawn ,","the sun was shining brightly, and the sky was bright with the stars.",GPT_NEO
2812," i read charts ,",but I don't know how to do that.,GPT_NEO
2813,she and dax have been friends with benefits,".  The two men are now in the same room,",GPT_NEO
2814, we just have to make sure,that the data is not corrupted.,GPT_NEO
2815,i need my best,efforts to get the best out of my work.,GPT_NEO
2816, you related to all the,other things that you do in your life.,GPT_NEO
2817,"asked the young boy ,",who was in the middle of a fight with the police.,GPT_NEO
2818," or maybe it was just gross , because",it was a bit of a surprise to see the other side of the story.,GPT_NEO
2819,he brought her close but stopped her when,she saw him.,GPT_NEO
2820, i thought you were done with,the game.,GPT_NEO
2821,i knew a clean break was the only way,to get him to the hospital.,GPT_NEO
2822,no one knew who sebastian was but,he was a man of the world.,GPT_NEO
2823, let me know if,you have any questions.,GPT_NEO
2824, it ca n't ...,"jrib> jrib: you can't use the command line, you need to use the command line <jrib> jrib: you can use the command line,",GPT_NEO
2825,the purr of her voice made,her laugh.,GPT_NEO
2826,jaenelle 's eyes filled with tears,"'I'm sorry, I'm sorry,' she said.",GPT_NEO
2827,sometimes i could tolerate boy but,i wasnt.,GPT_NEO
2828," hey , honey , '' i greeted","im with a smile, '' i said,",GPT_NEO
2829,no one would write stories,about the world without the other.,GPT_NEO
2830,the room filled with shrieks and the sounds,of the crowded crowd.,GPT_NEO
2831,it is how your mind interprets the,words you say.,GPT_NEO
2832,joseph grabbed his digging tools,and started digging.,GPT_NEO
2833,"if he 's been up here , he","been up here, he's been up here,",GPT_NEO
2834,that was painted before ry,"okan,",GPT_NEO
2835,the university sat on a hill on the,"outskirts of the city, and the crowded crowd of students and faculty was filled with the same excitement that had been so long in the past.",GPT_NEO
2836,"i am no longer alone , steffor thought ,","ut he was not alone, he was not alone,",GPT_NEO
2837,"down the stairs they pounded and , sure",they were going to be the first to get up.,GPT_NEO
2838," thank you , taylor ,","nd you are the best, and you are the best,",GPT_NEO
2839, wait till you get the heels,off.,GPT_NEO
2840, do n't worry about,it.,GPT_NEO
2841,the woman stopped a few,feet away.,GPT_NEO
2842,asked them to divide the,money into two equal parts.,GPT_NEO
2843,there 's a technique for eating in your,own kitchen.,GPT_NEO
2844,"link eased up a little , and our side",of the road was a little more than a mile or so from the road.,GPT_NEO
2845,"listening to the silence behind him , he",heard the sound of a man's voice.,GPT_NEO
2846,i thought my lungs were going to,be a little sore.,GPT_NEO
2847,alicia arrived at the booth and,asked if they could get a drink.,GPT_NEO
2848,"yeah , i went",to the store and bought a new one.,GPT_NEO
2849,my pulse sped up as i began to,walk.,GPT_NEO
2850,roman made it his life,'s work to make the world a better place.,GPT_NEO
2851,she hated the absence of his body near,the end of the night.,GPT_NEO
2852,blushweaver asked as the servants bought,their clothes.,GPT_NEO
2853,"and in those roles , since no one","can be a ""good"" person.",GPT_NEO
2854,i meant to say mother,", but I didn't.",GPT_NEO
2855,he gestured to the,"man, who was standing in the doorway.",GPT_NEO
2856, is n't that,much?  A:  The problem is that you are using the wrong type for the type of the argument.,GPT_NEO
2857," yes , this is my husband ,","e is a very good man, he is a very good man,",GPT_NEO
2858,"selene , i was so",much more than I could ever have imagined.,GPT_NEO
2859,it was n't his temper,"but he was a man of the people, and he was a man of the people.",GPT_NEO
2860,"jimmy strolled over to sheen , who",was standing in the doorway.,GPT_NEO
2861," it means bee ,",i have to use a lot of code to get the data from the database.,GPT_NEO
2862,laura saw the house,", and she saw the house,",GPT_NEO
2863,she was sure the eyes of the,"man were on her, and she was sure that he was watching her.",GPT_NEO
2864,i 'd just settled down in front of,"the house, and I was just about to go out and get a drink.",GPT_NEO
2865,betty over at american mortgage says she cant remember seeing,the house in the first place.,GPT_NEO
2866,daniel traced a figure eight in bowl #,"1, and then a figure eight in bowl #2.",GPT_NEO
2867,duke suspected -- knew -- that if he,"had been in the hospital, he would have been able to get a better look at the patient.",GPT_NEO
2868,castle was already in charge and already had,a lot of money.,GPT_NEO
2869,the mhis was n't going to linger if,he was going to be,GPT_NEO
2870,says the driver and he jumps down and,grabs the wheel.,GPT_NEO
2871,she was about to alert thorne when she,heard a voice.,GPT_NEO
2872,her clipped voice snapped,out of her head.,GPT_NEO
2873,the four boys slid on their provided,shoes and sat on the floor.,GPT_NEO
2874,dont let the shame mask the great bravery,of the brave.,GPT_NEO
2875,i fell right into,the middle of the room.,GPT_NEO
2876,steve pulls into the suburban street at an,intersection.,GPT_NEO
2877,he gripped the tonic the,moment he was about to take it off.,GPT_NEO
2878,"his grandfather , a self-made millionaire commission agent",who was also a member of the British Royal Family.,GPT_NEO
2879,"then to surreal ,  thank you for",your time.,GPT_NEO
2880,"my mother pauses , then puts a",hand on her shoulder.,GPT_NEO
2881,rmerr flashed me a grin as i,looked at the screen.,GPT_NEO
2882,not a lotta men would make the,same mistake.,GPT_NEO
2883,but she never ... she never,had a chance to get a job.,GPT_NEO
2884,"bruce looks like a beast , his massive","body is a beast, his massive body is a beast,",GPT_NEO
2885,he looked around the room and blew out a breath,".  ""I'm sorry,"" he said. ""I didn't mean to.""  ""I'm sorry,",GPT_NEO
2886,i walked up and wiped it away,".  ""I'm sorry,"" she said. ""I didn't mean to hurt you.""  ""I'm sorry,",GPT_NEO
2887,india shrieked and tried to wrench free,the door.,GPT_NEO
2888, then i ca,i iu iu iu iu iu iu iu iu iu iu iu iu iu iu iu iu iu iu iu iu iu iu iu,GPT_NEO
2889,john was able to find him,in the parking lot of the local grocery store.,GPT_NEO
2890,he ran his fingertip over,the surface of the water.,GPT_NEO
2891,nobody pulls out an uzi on my show,".  I'm not sure if I'm being a bit paranoid,",GPT_NEO
2892,"behind her , rosalie sat in her own","room, and she was wondering what she had done.",GPT_NEO
2893,that afternoon every noble was at bartholomews mansion trying to,get a drink.,GPT_NEO
2894," i told the girlfriend , here i","am, i am a newbie,",GPT_NEO
2895,he always left room in his pack for scrounging,up the money.,GPT_NEO
2896,he lost his business the year after you left,".  I was in the middle of a long, long,",GPT_NEO
2897," no , she 's not crazy , and","e's not crazy, and she's not crazy,",GPT_NEO
2898, you mean the hedge,hog?  I'm not sure what you're talking about.,GPT_NEO
2899,this crazy emotion shot,up from the moment he was born.,GPT_NEO
2900,despite the impossibility of it at face,value.,GPT_NEO
2901,chapter two by the time trevor finished scrubbing,the floor.,GPT_NEO
2902," ben , you said ...",I'm not sure what you're talking about.,GPT_NEO
2903,i yawned widely and had a,look of astonishment.,GPT_NEO
2904, i need to talk,to you about the problem.,GPT_NEO
2905, you do n't need to,be a lot of work.,GPT_NEO
2906,she did n't resist when he,was in the hospital.,GPT_NEO
2907,my eyes fell to the body of stuart vox,", and he was so moved by the sight of the body that he could not help laughing.",GPT_NEO
2908," i wandered far away from richard 's lifestyle ,",nd I was surprised to find that he was not a rich man.,GPT_NEO
2909,"now prepare yourself , the ninja",is ready to go.,GPT_NEO
2910,"by bringing it to mine , jamie thought","""I'm sorry, I didn't mean to hurt you,"" she said.",GPT_NEO
2911,the rounds had penetrated the front grille of,"the house, and the door was open.",GPT_NEO
2912,"her worst fear was to be used ,",and the only way to get it back is to use it.,GPT_NEO
2913,"he grinned , and suddenly , everything",as different.,GPT_NEO
2914,i could practically see her wondering if she,was still alive.,GPT_NEO
2915,"in light of today 's events , i",. the's world of the's world of the's world of the's world of the's world of the's world of the's world of the's,GPT_NEO
2916, it 's only eleven ...,nd I'm not going to be able to do it.,GPT_NEO
2917,there were n't bars on the room,and the door was open.,GPT_NEO
2918, he has n't met him,"""I'm sorry,"" he said.",GPT_NEO
2919,how did you know the victim,"?""  ""I know the victim,"" said the man.",GPT_NEO
2920,distantly she was aware of the warm cascade,"of the crowded streets, and the sound of the crowding of the crowded streets.",GPT_NEO
2921, was dex still here when,I was in the hospital.,GPT_NEO
2922,undefeatable was already free to cut them off,.  The first thing that came to mind was the fact that the first thing that came to mind was the fact that the first thing that came to mind was the fact that the first thing,GPT_NEO
2923,he knew it and he did,not.,GPT_NEO
2924,i had sent my father a text telling,him to go to the hospital.,GPT_NEO
2925,you 're doing this for the,first time in my life.,GPT_NEO
2926,she made a sound like a,"woman, and she was a woman.",GPT_NEO
2927,we started hanging out at a party i,had to attend.,GPT_NEO
2928, you do n't want to,be a part of the team.,GPT_NEO
2929,i 'm not an,option.,GPT_NEO
2930,with the last burst of my energy i,was in the middle of the room.,GPT_NEO
2931,"a small , skinny guy dressed all in",black and wearing a black shirt and a black tie.,GPT_NEO
2932,then she pointed her left pinkie at us,".  ""I'm sorry, but I don't know what to do,",GPT_NEO
2933,richard smiled and made his,way to the door.,GPT_NEO
2934,possessing her body took a,moment to realize that she was not the only one who had been affected by the attack.,GPT_NEO
2935,i 'd make her feel special and always,have a special place in her heart.,GPT_NEO
2936, i 'll call styx to have the,same result as the one you get from the command line.,GPT_NEO
2937,savanna 's eyes found mine as,I was walking down the street.,GPT_NEO
2938," those are runes , but not",the runes themselves.,GPT_NEO
2939,"caleb , surprised , said ,",",,",GPT_NEO
2940,within thirty seconds he had,to be in the room.,GPT_NEO
2941,he then stepped over and lightly,touched the back of his neck.,GPT_NEO
2942,no one had ever made,a mistake in his life.,GPT_NEO
2943,he did not argue as she insistently helped,him to his feet.,GPT_NEO
2944,"after the revolutions started in the middle east ,","the British were the first to be able to use the British flag, and the British flag was the first to be used in the British Empire.",GPT_NEO
2945,that was n't as definitive as she 'd,be.,GPT_NEO
2946,"the door opened , the bell rang again","and the door opened again, and the door opened again,",GPT_NEO
2947,"it is a miracle that she can conceive ,",and that she can have a child.,GPT_NEO
2948,his large wide forehead carried no markings and,no  concealed features.,GPT_NEO
2949,"only , this one was starring",in the film The Last of the Mohicans.,GPT_NEO
2950,they 'll be looking,for a way to get the job done.,GPT_NEO
2951,mi knew that any revenge she sought must,be directed against the  defendant.,GPT_NEO
2952, i 'll just need you,"to tell me what you're doing, and I'll tell you what I'm doing.",GPT_NEO
2953," i 'm sorry ,","'m sorry, i'm sorry,",GPT_NEO
2954,soap twisted his mobile mouth,", and he said, ""I'm sorry, I'm sorry.",GPT_NEO
2955,do you wish to make,a new,GPT_NEO
2956,"oh , uh ...",[ _sic_ ]  [ _sic_ ]  [ _sic_ ]  [ _sic_ ]  [ _sic_ ]  [ _sic_ ]  [ _,GPT_NEO
2957,"when they were first married , robin and","his wife were married, and robin and his wife were divorced,",GPT_NEO
2958,her eyes widened even farther,".  ""What's the matter?""  ""Nothing. I'm just a little worried about you.""  ""What's the matter?""  ""Nothing. I'm just worried about you.""",GPT_NEO
2959,the commander had said that over the next,"few days, he would be able to find out what was going on.",GPT_NEO
2960,but after tossing and turning for a few,"minutes, I was able to get a good look at the ground.",GPT_NEO
2961,"well , theres the","same thing as the one in the original, but the difference is that the original is a bit more complicated.",GPT_NEO
2962,"thierry arteuil was running up the road , his","car was parked in the middle of the road, and he was trying to get out of the car.",GPT_NEO
2963," i bet they do , ''","""I'm not sure if I should have been more careful in the first place, but I'm not sure if I should have been more careful in the second place,",GPT_NEO
2964," while we 're there , will","e there, and we will be there,",GPT_NEO
2965,"he would lose me one day , and",I would lose my life.,GPT_NEO
2966,is n't that who my father has always,"been?  I'm not sure if I'm being honest, but I'm not sure if I'm being honest.",GPT_NEO
2967,"well , that got rid of",the problem of the “dumb” and “dumb” in the first place.,GPT_NEO
2968, i 'm going,"to be a lot of work, but I'm going to be a lot of work.",GPT_NEO
2969,"she glanced back , realizing the trash was a",little too large for her.,GPT_NEO
2970,cale looked down at my hand,". ""I'm sorry, but I'm not going to be able to help you.""  ""I'm not going to help you,",GPT_NEO
2971,"it was jack , falling out of a",tree and falling down.,GPT_NEO
2972,he reached for the game that lay,on the ground.,GPT_NEO
2973,he took a deep breath and tried to recapture,the moment.,GPT_NEO
2974, but i pulled,out the phone and it was a dead end.,GPT_NEO
2975,perhaps she 'd been ill. perhaps,she was ill.,GPT_NEO
2976, by fifteen i,.d. samples. The average number of samples per sample was 1.5 ± 0.2.  The average number of samples per sample was 1.5 ± 0.2.  The average number of samples per,GPT_NEO
2977,at the same hobby store where hed picked,up the first time.,GPT_NEO
2978," i do n't really care , ''","I'm not sure if this is the right way to go about it, but I'm not sure how to go about it.",GPT_NEO
2979, are you still,"in the room?"" ""I'm not.",GPT_NEO
2980,pastor wilson from st. matthias church,",",GPT_NEO
2981,at a friends home you can watch a tv,show or read a book.,GPT_NEO
2982,"after a while , i realized it must",be a problem with the code.,GPT_NEO
2983,what will you do on,"the day of the wedding?"" ""I'll do it.",GPT_NEO
2984,what we had to do was overcome him and,he was gone.,GPT_NEO
2985,all in a day 's,"a good thing, but I'm not sure I can do it.",GPT_NEO
2986,"chapter 2  halleigh , since you 're",ot going to be able to do that.,GPT_NEO
2987,my eyes are wide as dallas has her,own.,GPT_NEO
2988,"she 'd made up with perry , but had an",eye on her.,GPT_NEO
2989," you , on the other hand , just go","o the website and search for the word ""dish"" in the search results.",GPT_NEO
2990,it became all about survival-about getting away from,it.,GPT_NEO
2991,she took one and threw it at the,other.,GPT_NEO
2992," goodby , '' he said",'' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '',GPT_NEO
2993,"unable to claim her mind , it instead","is to claim her body, and to claim her body,",GPT_NEO
2994,"my dearest richard , by the time you","were in the room, you were in the room with me.",GPT_NEO
2995,she had never really gotten used to the,idea of being a woman.,GPT_NEO
2996, your ex is here,.  I'm not sure if you're aware of the fact that you can't have a child with a parent who is not a parent.  I'm not sure if you're aware of the fact that you can,GPT_NEO
2997,there was no reason for,the  trial court to find that the defendant had a prior felony conviction.,GPT_NEO
2998,the lone air traffic controller seemed startled to see,that the  vehicle was still in the parking lot.,GPT_NEO
2999,"then again , it was also burdened by",the fact that the  defendant had not been convicted of any crime.,GPT_NEO
3000,"they found chora in your locker ,","and you are not allowed to use it, so you have to use it,",GPT_NEO
3001,he was on his,way to the hospital.,GPT_NEO
3002,five levels of box seats adorned with fleur-des-lis,and the like.,GPT_NEO
3003,i dropped my head and let,me know if you have any questions.,GPT_NEO
3004,"her opponent was a rough-looking boxer , with nearly shaved",head and a beard.,GPT_NEO
3005, very much in the same relationship to humans,.  The first thing I noticed was that the first thing I noticed was that the first thing I noticed was that the first thing I noticed was that the first thing I noticed was that the first thing I,GPT_NEO
3006, just felt like picking,up a new phone.,GPT_NEO
3007,"some people chat , but my sister and i","are not friends, i have a sister and i have a sister,",GPT_NEO
3008,"obviously , they 've been hiding here under",he tree.,GPT_NEO
3009,the giant winged reptile had broken a,hole in the ground and was moving away.,GPT_NEO
3010,those blue eyes made me want to,cry.,GPT_NEO
3011,"she lay panting , her eyes closed","her body trembling, her body trembling,",GPT_NEO
3012,we got the call,to the police.,GPT_NEO
3013,"she looked up to see jemmy hovering there , eyes",wide with surprise.,GPT_NEO
3014,there 's nothing suspicious about the man ;,"he's a good man, and he's a good man,",GPT_NEO
3015,"but their mission , differing profoundly from my own",I have a lot of friends who are very good at what they do.,GPT_NEO
3016,jack had taken me back to my cabana and showed,me the way to the hotel.,GPT_NEO
3017,before teddy could say anything i totally agreed,with him.,GPT_NEO
3018,are any of those churches,"that are not in the church, and that are not in the church,",GPT_NEO
3019,i stopped the car and rolled down the passenger-side window,".  ""I'm sorry,"" he said. ""I didn't mean to.""  ""I'm sorry,",GPT_NEO
3020,"at the moment , i 'm just looking",or a solution to this problem.,GPT_NEO
3021,at first lisa is n't sure,what you mean.,GPT_NEO
3022,particularly your insinuations about,"the fact that you are a ""good"" person.",GPT_NEO
3023,she was drinking too much of late and,she was not sure she would be able to get her own way.,GPT_NEO
3024, he killed a whole,bunch of people.,GPT_NEO
3025,she remembered what they 'd done together,".  'I'm sorry, I didn't mean to be rude,",GPT_NEO
3026,the girls take a common deep breath and,let the girls go.,GPT_NEO
3027,he nibbled and bit at,the edge of his mouth.,GPT_NEO
3028,the wall of darkness faded from the copper,-colored sky.,GPT_NEO
3029," ah , did","you say that you were going to be a part of the team?  I'm not sure if I'm going to be a part of the team, but I'm going to be a part of the team.",GPT_NEO
3030,i ran out the door and down,the stairs.,GPT_NEO
3031,"yes , you were aroused , which in turn was",roused by the fact that you were aroused by the fact that you were aroused by the fact that you were aroused by the fact that you were aroused by the fact that you were aroused by the fact that,GPT_NEO
3032,he reached inside and shut the,door.,GPT_NEO
3033, i am trying really hard not to use the,same code for all the other projects.,GPT_NEO
3034,she turned around quickly before laura could see,her.,GPT_NEO
3035,"he 's young , and he 's","good man, and he's a good man,",GPT_NEO
3036,"he makes me feel so wanted , so desired","so desired, so desired,",GPT_NEO
3037,"demons and ghouls , allow me to introduce",you to the most important part of the story.,GPT_NEO
3038, do you want,to do?  A:  You can use the following code to get the value of the variable: $this->db->select('*');  $this->db->from('test');  $,GPT_NEO
3039, i told my assistant andrea,that I had to go to the hospital.,GPT_NEO
3040,follow my logic :,I have a list of items in my database.,GPT_NEO
3041,"that was not the pleasant , sort of geeky voice",that I had heard before.,GPT_NEO
3042,the light from the open door spilled over the,floor.,GPT_NEO
3043,"if all of you , hollywood 's elite",re going to be the ones to take the lead in the next few years.,GPT_NEO
3044, you do n't show that bit of,information.,GPT_NEO
3045,i wish i could make it all,work.,GPT_NEO
3046,"petya didnt reply , just scooped about a",few things  I have a friend who is a professional photographer and he is a professional photographer.,GPT_NEO
3047,he pulled her into his arms and,kissed her.,GPT_NEO
3048, i thought you were,"going to be able to do that?  I'm not sure if I'm going to be able to do that, but I'm going to be able to do it.",GPT_NEO
