Unnamed: 0,x_i,x_j,Label
2517,you never showed me any photos,of us together.,Gemini
2518,all the people of ham barred their doors,and waited for what might come.,Gemini
2519,but when i go over the memory of her,I felt a surge of anger and grief.,Gemini
2520,why are you putting things that are,out of place?,Gemini
2521,"maybe that makes me a thief , but",a bit of a kleptomaniac.,Gemini
2522,one tarnar saw the helmet and,and recognized the symbol.,Gemini
2523,they saw immediately that phils car wasnt,wasn’t where it was supposed to be.,Gemini
2524,ill meet you at,the usual place.,Gemini
2525,they were richly dressed and their faces showed,showed a mixture of arrogance and fear.,Gemini
2526,there are a lot of little antiques (,shops selling handcrafted items.,Gemini
2527,"no voice answered him in return , and he",felt a surge of disappointment.,Gemini
2528,"he had been concerned about the same thing ,",he’d been worried about the same thing.,Gemini
2529,jealousy was an emotion he had not known,experienced before.,Gemini
2530, i 'll bring her a,get her something to drink.,Gemini
2531,"mary rose from the kitchen table , groaning a",a deep sigh escaping her lips.,Gemini
2532,"looking at asher 's mom ,",she felt a mix of pity and concern.,Gemini
2533,that 's where you,you’ll find the hidden passage.,Gemini
2534, but all those are in the past,that doesn't matter now.,Gemini
2535,you make it impossible for me to keep my,keep my emotions in check.,Gemini
2536,"tristan did n't question my bodyguard 's order ,",and followed without hesitation.,Gemini
2537," expense money-airfare ,",and a per diem.,Gemini
2538,channel through your hands,"your emotions, and let them guide you.",Gemini
2539,granny kept saying jane was,was a liar.,Gemini
2540,you obviously ca n't understand what i am,I'm trying to say.,Gemini
2541,"he did not know anything else , at","that moment, he had a sudden realization.",Gemini
2542,katharyn pulled her broken and bandaged body into,"a nearby hospital, a mixture of fear and hope swirling within her.",Gemini
2543,"i await his disgust , his shock ,","his anger, his disappointment.",Gemini
2544,for a moment rhea only gawped at him,"at him, speechless.",Gemini
2545,i felt a burden,lifting from her shoulders.,Gemini
2546,"longbow , therefore , carefully took aim at foreheads rather","at the chests, rather than hearts.",Gemini
2547, would you like me to pick out,some coffee?,Gemini
2548,bronwyn and i talked between ourselves about the,the strange events that had unfolded.,Gemini
2549,it fell from the sky into the bog even,though it seemed to defy the laws of physics.,Gemini
2550,"either way , drop dead has spanked",that guy.,Gemini
2551,"where i lived in south africa , it",they had a vibrant and diverse culture.,Gemini
2552,"i like you , dog , but you do",do a very bad thing.,Gemini
2553,she laughed again and closed,her eyes and walked away.,Gemini
2554,whitney is n't going to kill,kill anyone.,Gemini
2555,i am not going,going to let this happen.,Gemini
2556,i also do n't want,want to deal with this right now.,Gemini
2557,"chapter three  okay , so we",we need to talk.,Gemini
2558,"i threw a few bills , not really",trying to be discreet.,Gemini
2559,he 'd spotted the visual,clue.,Gemini
2560,"i flew several yards in the air ,",and landed hard on the ground.,Gemini
2561,the sun will be going,setting.,Gemini
2562,"she tried the cupboards , the bookshelves","drawers, but found nothing.",Gemini
2563,riley smiled a little and,then started to cry.,Gemini
2564,she seemed to consider it as if consulting,making a careful assessment of the situation.,Gemini
2565,the good news is the game isnt as,"challenging, but it’s still winnable.",Gemini
2566,i 'll at least get,at least get some answers.,Gemini
2567,"she stood there , feeling alone despite",the weight of the world on her shoulders.,Gemini
2568,i 'm going to get,get some justice.,Gemini
2569,"he laughed at his joke , but",then a wave of sadness washed over him.,Gemini
2570,"she 'd argued at first , saying she",she needed to escape.,Gemini
2571,"her fingers convulsed in his ,",tightened around his wrist.,Gemini
2572," i want to know one thing ,",what happened that night.,Gemini
2573,i dont mean dumb as in low iq,as in intellectually challenged.,Gemini
2574, does n't your video,have better sound quality.,Gemini
2575,"second , you need to foster your relationship with jaws",you need to show him you are capable of trust.,Gemini
2576,"clariss laugh was deep ,",and infectious.,Gemini
2577,i did n't check out quinn 's head,thoroughly before giving his opinion.,Gemini
2578,"deep and resonate , seeming to vibrate my very core",seeming to resonate deep within my soul.,Gemini
2579,"he dumped them in a dry spot ,",in a designated area.,Gemini
2580,she had merely given them the tools and,"the means to accomplish their goal, but it was up to them to find the will.",Gemini
2581,the supervisor in emergency had said to her at,the moment she walked in.,Gemini
2582, maybe we should,do something about it.,Gemini
2583,"brynn , i was just",just trying to help.,Gemini
2584,"her eyes widened , and her tan skin",turned a shade of crimson.,Gemini
2585,"two years later , when jasper had sold",he'd moved to a remote island.,Gemini
2586,my chest shook with laughter as i yanked her,"her hand, pulling her into a passionate kiss.",Gemini
2587,that gave me a nice,sense of accomplishment.,Gemini
2588,"i looked around , and sure enough ,",I found what I was looking for.,Gemini
2589,i had thought he was past it once,he'd gotten over his fear.,Gemini
2590,normally he would have purchased through lore vendors,through legitimate channels.,Gemini
2591,"the older girl sits in a swing , barely moving",staring out into space.,Gemini
2592,but he 'd left her that first night,"that first night, leaving her feeling vulnerable and alone.",Gemini
2593,as they walked down the hallway,they heard a commotion.,Gemini
2594, chaps is his,name.,Gemini
2595,"a small band disobeyed ugluk 's command , and",the rest of the soldiers continued to fight bravely.,Gemini
2596,she 'd live life,the way she always wanted to.,Gemini
2597,because whispers had gotten out and we,the news had spread quickly.,Gemini
2598,instead of coming in a jolt and quickly,"gradually, allowing her time to process the situation.",Gemini
2599,i expected jack to question him,me about what had happened.,Gemini
2600,"finally he said , boston is a cool","city, but I like the vibe here.",Gemini
2601,he was about to press the zip-strip closed with,his fingers trembling slightly.,Gemini
2602," ah , sir , actually- ''","he stammered, his voice hesitant.",Gemini
2603,she chuckled at her own joke before saying in a,more serious tone.,Gemini
2604," no , our",intentions were good.,Gemini
2605,she felt his moan of,"pleasure, a low rumble in his chest.",Gemini
2606,"hell , she had no idea how",she would ever be able to escape.,Gemini
2607,he stood and wiped his,"hands on his pants, his face grim.",Gemini
2608,all of the windows have a piece of,piece of duct tape.,Gemini
2609,well what do you want them to do,do with all this information?,Gemini
2610,"for all intent and purposes , people who","who are in power, often abuse their authority.",Gemini
2611,i hoped that the direction of my wanderings,would lead me to the answers I sought.,Gemini
2612,where were the men with the little,little flags?,Gemini
2613,i looked at myself in the mirror above,and felt a pang of self-doubt.,Gemini
2614,until i heard a splash and opened my eyes,and then saw a figure emerge from the shadows.,Gemini
2615," yeah , do n't",you worry about it.,Gemini
2616,why was it that ten years apart felt,like a lifetime.,Gemini
2617,you admit that you are a,a liar.,Gemini
2618,"he was instantly filled with shame ,",and a wave of regret washed over him.,Gemini
2619,the cancer had eaten away at her brain,and she was fading fast.,Gemini
2620, it is for this reason that a scientist,it is crucial to understand the underlying causes.,Gemini
2621,"he knew though , that if he marched","forward, he knew he was walking into a trap.",Gemini
2622,"tired of these weighty thoughts , i turn",to take a walk to clear my head.,Gemini
2623," not precisely , your majesty , ''","the queen replied, her voice laced with amusement.",Gemini
2624,"it did n't seem right , acting like","like that, pretending everything was normal.",Gemini
2625,she did so many things with that vacant,air of detachment.,Gemini
2626,marta asked when miriam looked,looked at me expectantly.,Gemini
2627,not that zach needed to invite,invite everyone to the party.,Gemini
2628,rich aromas of frying butter and,garlic and onions filled the air.,Gemini
2629,"on his way here ,",he made a detour.,Gemini
2630,i close my eyes and nod my head,and take a deep breath.,Gemini
2631,"abruptly kevan grabbed her stomach , a feeling",of intense fear gripped her.,Gemini
2632,the tour around the realm was postponed for,unforeseen circumstances.,Gemini
2633,and you already know how much,much you already know.,Gemini
2634,"luckily , ayca and her mother were not",injured.,Gemini
2635,their detailed reports should expose the police terrorism,the extent of the corruption within the police department.,Gemini
2636,you didnt tell him what you were,you were doing.,Gemini
2637,"i have very few personal items , and all",are sentimental keepsakes.,Gemini
2638,i hope this praise for scott,is well-deserved.,Gemini
2639,fantastic   can you,give me some more details?,Gemini
2640,"she was more excited than afraid , though ,",but her eyes shone with excitement.,Gemini
2641," hey , before you go , has mallory",Mallory called?,Gemini
2642," in fact , i need",your help to solve this case.,Gemini
2643,only sam and esme stayed,left for the night.,Gemini
2644,"cmon , good buddy , you",you need to focus.,Gemini
2645,"she backed up hastily , and the scarf",flew off into the wind.,Gemini
2646,i did n't think of it because i,was too busy to notice.,Gemini
2647, i 'm beginning to change my mind,my perspective on things.,Gemini
2648,i put on underwear then i yanked on,my shirt.,Gemini
2649,"the tuition is steep , and the scholarships",are very difficult to obtain.,Gemini
2650,"he shakes his head , takes a","deep breath, trying to calm his nerves.",Gemini
2651,who in this ancient land has,holds such power?,Gemini
2652,i could see that uncle drac was going,getting ready to leave.,Gemini
2653,the key element was villagisation which in practice,was the forced relocation of the villagers.,Gemini
2654," fine , i did n't",do that.,Gemini
2655,"dad offered to go with me , hell",even though he was afraid.,Gemini
2656,"luckily , he put the vial back ,",and destroyed the evidence.,Gemini
2657,"alarmed , i sit on the ottoman , making",trying to control my breathing.,Gemini
2658,he gave her straightforward research tasks and tried,to encourage her to keep working.,Gemini
2659,then i 'll pick you up at,seven o'clock.,Gemini
2660,i just realized how bad,this has gone wrong.,Gemini
2661,#NAME?,is a page-turner from start to finish.,Gemini
2662, that 's what you told me the,that the meeting was canceled.,Gemini
2663, you have to watch her,very carefully indeed.,Gemini
2664,"we all have unique dna , unless we have a",identical twin.,Gemini
2665,"following their band ceremony , the renegas",rebels began their long march.,Gemini
2666,"huddled on the sidelines , one day she",she saw a flash of light.,Gemini
2667,"he has a moustache , but the",rest of his face was clean-shaven.,Gemini
2668," but , dressed as i am , they may",they might not be too impressed with my current appearance.,Gemini
2669,the deep shadow from the trees should be,enough to hide their movements.,Gemini
2670,martin stepped to a cupboard and took,a small wooden box.,Gemini
2671,"actually , id really like",like to have a conversation.,Gemini
2672,he easily drains half the mug before,replacing it with another.,Gemini
2673,i drop to my knee before,his knees before the altar.,Gemini
2674,i had told her that otter-tooth was perhaps,"a bit of a long shot, but it was worth a try.",Gemini
2675,"and for his mother , it was these",were the gifts she received from her husband.,Gemini
2676,it was n't like,the same as it was before.,Gemini
2677,"i tried calling the number on my cellphone ,",but got no answer.,Gemini
2678,"this i know , though : only a",fool can see the truth.,Gemini
2679,darling laughed as he heard her screaming,as she recounted the terrifying experience.,Gemini
2680,this was because i 'd just discovered his,secret identity.,Gemini
2681," i cried when they told me , ''","she sobbed, her voice barely audible.",Gemini
2682,the same look was nearly,visible on his face.,Gemini
2683,"no coaxing , no bullshit , no games","no pleading, no begging.",Gemini
2684,"until the very end , he would open",his eyes to the heavens.,Gemini
2685,she did n't bother to,even attempt to speak.,Gemini
2686,even though i needed time to think about,what I wanted to do.,Gemini
2687,"hey , was i supposed",supposed to be here?,Gemini
2688,it was a clever bend of her mouth,of defiance.,Gemini
2689,who would make sure his blood got destroyed so no,nothing could go wrong.,Gemini
2690,my grandfather scored two goals in a match,in his youth.,Gemini
2691,whats the use in having all that when you ca,can't do everything you want.,Gemini
2692, i 'm so,happy to see you.,Gemini
2693,"but as time passed , the",tension began to ease.,Gemini
2694,"maybe , if someone helped her to be free",she could start a new life.,Gemini
2695,i am walking toward the closet to dress,and start getting ready.,Gemini
2696, it 's probably just some,some kind of misunderstanding.,Gemini
2697, it 's where vampires go when on the,the run.,Gemini
2698,the township lay nestled in the curve of,a river valley.,Gemini
2699,a small freighter carrying fusion reactors for use,in the hopes of initiating a peaceful trade agreement.,Gemini
2700,"she meant to keep me , anita ,",she whispered urgently.,Gemini
2701,duncan was waiting for,him anxiously.,Gemini
2702,"i could have told him that , but i",didn’t want to upset him.,Gemini
2703,i hit the stone floor on my knees,and felt a sharp pain shoot through my knees.,Gemini
2704, do n't you fucking,you dare interrupt me?,Gemini
2705,"a couple days later , amy purchased some pans",and started cooking.,Gemini
2706,"the other airboat , sensing the","impending danger, they sped up.",Gemini
2707, i did n't have,any time to waste.,Gemini
2708,"just a brooding unease , and mind snapshots","filled the air, and he felt a sense of unease.",Gemini
2709,"i mean , wheres your herb garden",and I have a point to make.,Gemini
2710,"jack 's voice , sharp with command i scrambled","to the ground, my heart pounding in my chest.",Gemini
2711,marjorie had gone out,for a walk.,Gemini
2712,gwen already had a pretty good,plan already in place.,Gemini
2713,"by this point , however ,",they hit a major snag.,Gemini
2714, and your people were,were waiting for instructions.,Gemini
2715,beside it was another,another identical crate.,Gemini
2716,"a half mile farther down , i reached",a clearing in the woods.,Gemini
2717,we 're right on the verge of,the brink of discovery.,Gemini
2718,another roar went up from the field as haydens,Hayden scored the winning goal.,Gemini
2719,they both wore long black dresses and,their hair was pulled back severely.,Gemini
2720,a few flashbulbs go off-then they see it,the horrifying truth.,Gemini
2721,she asked as if she,she was trying to be polite.,Gemini
2722,as he took the weight off each foot,he felt a surge of energy.,Gemini
2723,now can i ask you what you,you think of this situation?,Gemini
2724,i sat down on my bed and pulled,my blanket and tried to get comfortable.,Gemini
2725,the northern door opened into a long corridor,leading to a series of mysterious chambers.,Gemini
2726,"dimitri managed to fold his huge , muscular",frame into a protective stance.,Gemini
2727,argaol just had a few last,breaths before he died.,Gemini
2728,"and with elijah 's wariness , he",proceeded with extreme caution.,Gemini
2729,he lifted his head,and looked around the room.,Gemini
2730, i think this might be,this is a major breakthrough.,Gemini
2731,as they approached the source of the glow,"the source of the light, they were filled with awe.",Gemini
2732,she 's clever ; she,she’s also incredibly resourceful.,Gemini
2733,"he pounded the amulet , bottom-side",and chanted an ancient incantation.,Gemini
2734,since they didnt have any more kids after,they decided to adopt.,Gemini
2735,i then went and,went outside for a breath of fresh air.,Gemini
2736, you are full of,it’s the truth.,Gemini
2737,i stand outside for what feels like forever,"for what felt like an eternity, my mind racing with thoughts and fears.",Gemini
2738,even as a child she recognized the taint of madness,the signs of impending doom.,Gemini
2739,so what lucian was wondering was if we,could avoid a catastrophic war.,Gemini
2740,"when they turned back ,",they realized they were trapped.,Gemini
2741,next to that was the,a heavy wooden chest.,Gemini
2742,"his answer was ,  i want",I want to find a solution.,Gemini
2743,"and together , were",united against a common enemy.,Gemini
2744,it took so much effort to keep,maintain my composure.,Gemini
2745,i heard her digging through,"the contents of the box, her fingers trembling slightly.",Gemini
2746,"he rode her hard and fast , slamming","into her, a primal urge taking over.",Gemini
2747, we have some,few options left.,Gemini
2748, just another one of,those times when you just want to give up.,Gemini
2749,i came here looking for,someone who could help me find my way.,Gemini
2750,had colin decided to go,go alone.,Gemini
2751,in her tank top and with her black,"leggings, she looked beautiful.",Gemini
2752,moments ago i 'd made my choice and,and I knew I couldn’t go back.,Gemini
2753,but i was n't clear what,what I was supposed to do.,Gemini
2754,logging camp and an out-of-commission lodge are all,that are abandoned and decaying.,Gemini
2755,i stared at logan in his faded blue,"faded blue shirt, and I couldn’t help but feel a surge of affection for him.",Gemini
2756, but if i slip there and in,in the middle of a storm and end up getting swept away.,Gemini
2757,"well , i can do",get through this somehow.,Gemini
2758,the crowd and winds and panic caused a,stampede that left many injured.,Gemini
2759,as the show would go out on a,high note.,Gemini
2760,if barges were still coming down the river,the town would soon be flooded.,Gemini
2761,i should 've talked,talked to you sooner.,Gemini
2762,there 's no question this corpse should n't,should be buried without a proper ceremony.,Gemini
2763,freda 's mother just did n't,understand what her daughter was going through.,Gemini
2764,my heart started thudding as i watched him,"walk away, I was completely captivated.",Gemini
2765, i did n't,want to be here.,Gemini
2766,fear surges through me and i move quickly,and I felt a surge of panic.,Gemini
2767,the order has done absolutely nothing to,prevent this disaster.,Gemini
2768,"the withdrawal was quick , too quick , and",the results were far from what they expected.,Gemini
2769,shes been gone since,last Tuesday.,Gemini
2770,louis smith fell in and out of,"love and out of love, seemingly without any reason.",Gemini
2771, we 'll take our,get out of here.,Gemini
2772, the president made his address to the,nation.,Gemini
2773,elton and gino sat in the,"a small, dimly lit room, their conversation subdued.",Gemini
2774,the driver fired up the watercraft,and sped off into the night.,Gemini
2775,a few drops of rain,of rain began to fall.,Gemini
2776,"mr. morgenstern senior called us , at the","the office, his voice cold and authoritative.",Gemini
2777,i walked over to the door wearing nothing,nothing but a bathrobe.,Gemini
2778," i 'm looking at ,",looking at.,Gemini
2779,did they fear there might be,a hidden danger.,Gemini
2780,i would like to think that is at,the verge of a breakthrough.,Gemini
2781,i do n't know,know what to say.,Gemini
2782,hal ca n't get back,get back to the city.,Gemini
2783,he wondered at this sudden surge of libido when,he was suddenly overwhelmed by desire.,Gemini
2784,as long as you know,you’re not going to give up.,Gemini
2785,"st. clair was there , smoking in a","dimly lit room, his face obscured by shadows.",Gemini
2786,i slowed the porsche down as,I had to take a detour.,Gemini
2787, i also forgot,forgot to mention something important.,Gemini
2788,only one sleeve stuck out,"was visible, the rest of him hidden from view.",Gemini
2789,"reminded of why he was here , he",felt a renewed sense of purpose.,Gemini
2790,"he chanted a phrase lowly , over and","over and over again, his voice rising in intensity.",Gemini
2791,we did not expect so gracious a welcome,a warm welcome.,Gemini
2792,he 'd kept that side of himself well,hidden from others.,Gemini
2793,i look over at the couch downstairs,and felt a sense of dread wash over me.,Gemini
2794, one lykae can only,kill more than one person at a time.,Gemini
2795,it had been protocol that required vayentha 's,presence at the meeting.,Gemini
2796,his younger brother might act like the consummate player,pretend to be someone he’s not.,Gemini
2797,"she looked behind her , saw no",anyone approaching.,Gemini
2798,he ran my card down a black strip,through a card reader.,Gemini
2799,"the ma'at are ready to move , is",everything alright?,Gemini
2800,"the occasional car rumbled by , trucks backed",were driving recklessly.,Gemini
2801,"by this time , i had walked through",a dark and foreboding forest.,Gemini
2802, john said he 'd handle,take care of it.,Gemini
2803," okay , but you are",responsible for this mess.,Gemini
2804,rico decided to use the,information he’d gleaned from a recent phone call.,Gemini
2805, i have something i have to tell,tell you.,Gemini
2806,he had a hard time,remembering what had happened.,Gemini
2807,he took what he took from her but,gave it back.,Gemini
2808,at this point a police cruiser came,screeched to a halt nearby.,Gemini
2809,the same suits that were,present at the meeting.,Gemini
2810,in my present attire we would appear less,inconspicuous in this crowd.,Gemini
2811,"under the light of dawn ,",the first rays of sunlight illuminated the scene.,Gemini
2812," i read charts ,",and make sure everything is up to standard.,Gemini
2813,she and dax have been friends with benefits,"for years, and it had become a deeply ingrained habit.",Gemini
2814, we just have to make sure,make sure everything goes according to plan.,Gemini
2815,i need my best,detective on the force.,Gemini
2816, you related to all the,related to the victim?,Gemini
2817,"asked the young boy ,",his voice barely a whisper.,Gemini
2818," or maybe it was just gross , because",it was just a misunderstanding.,Gemini
2819,he brought her close but stopped her when,she was about to speak.,Gemini
2820, i thought you were done with,talking about it.,Gemini
2821,i knew a clean break was the only way,to move forward.,Gemini
2822,no one knew who sebastian was but,he was a mystery to most people.,Gemini
2823, let me know if,if you need anything.,Gemini
2824, it ca n't ...,do that.,Gemini
2825,the purr of her voice made,sent shivers down my spine.,Gemini
2826,jaenelle 's eyes filled with tears,"filled with tears, her body trembling.",Gemini
2827,sometimes i could tolerate boy but,but most of the time he was kind.,Gemini
2828," hey , honey , '' i greeted","I said, trying to sound cheerful.",Gemini
2829,no one would write stories,about such things anymore.,Gemini
2830,the room filled with shrieks and the sounds,sounds of terrified screams echoed through the hallways.,Gemini
2831,it is how your mind interprets the,things.,Gemini
2832,joseph grabbed his digging tools,and headed out into the night.,Gemini
2833,"if he 's been up here , he",left any evidence behind.,Gemini
2834,that was painted before ry,he'd seen the painting before.,Gemini
2835,the university sat on a hill on the,the edge of town.,Gemini
2836,"i am no longer alone , steffor thought ,","I am no longer alone, I am surrounded by friends.",Gemini
2837,"down the stairs they pounded and , sure",enough I could hear the voices echoing above me.,Gemini
2838," thank you , taylor ,",I appreciate your help.,Gemini
2839, wait till you get the heels,you’ve got the promotion.,Gemini
2840, do n't worry about,anything that I can do to help.,Gemini
2841,the woman stopped a few,"feet from the entrance, her eyes scanning the crowd.",Gemini
2842,asked them to divide the,the spoils amongst themselves.,Gemini
2843,there 's a technique for eating in your,to eat while standing up.,Gemini
2844,"link eased up a little , and our side",and we were able to take control of the situation.,Gemini
2845,"listening to the silence behind him , he",he felt a sense of unease.,Gemini
2846,i thought my lungs were going to,burst.,Gemini
2847,alicia arrived at the booth and,and sat down heavily at the table.,Gemini
2848,"yeah , i went",went to the store.,Gemini
2849,my pulse sped up as i began to,realize what was happening.,Gemini
2850,roman made it his life,"his life's work, his passion.",Gemini
2851,she hated the absence of his body near,him and she felt an overwhelming sense of loss.,Gemini
2852,blushweaver asked as the servants bought,the servants brought in a lavish spread.,Gemini
2853,"and in those roles , since no one",anyone could have predicted the outcome.,Gemini
2854,i meant to say mother,that I’m sorry for what happened.,Gemini
2855,he gestured to the,"nearby table, beckoning the waiter over.",Gemini
2856, is n't that,obvious what’s going to happen?,Gemini
2857," yes , this is my husband ,","she said, smiling serenely.",Gemini
2858,"selene , i was so",so happy to be here with you.,Gemini
2859,it was n't his temper,was the cause of the problem.,Gemini
2860,"jimmy strolled over to sheen , who",who seemed lost in thought.,Gemini
2861," it means bee ,",means ‘beautiful’.,Gemini
2862,laura saw the house,and felt a growing sense of unease.,Gemini
2863,she was sure the eyes of the,the guards were watching her every move.,Gemini
2864,i 'd just settled down in front of,"the fire, trying to warm myself.",Gemini
2865,betty over at american mortgage says she cant remember seeing,seeing the house before.,Gemini
2866,daniel traced a figure eight in bowl #,"in the sand, lost in thought.",Gemini
2867,duke suspected -- knew -- that if he,he’d eventually be caught.,Gemini
2868,castle was already in charge and already had,already gained control.,Gemini
2869,the mhis was n't going to linger if,the meeting is cut short.,Gemini
2870,says the driver and he jumps down and,and then he ran off.,Gemini
2871,she was about to alert thorne when she,she heard a noise coming from outside.,Gemini
2872,her clipped voice snapped,cut through the silence.,Gemini
2873,the four boys slid on their provided,chairs and started playing cards.,Gemini
2874,dont let the shame mask the great bravery,let the pain hold you back.,Gemini
2875,i fell right into,a trap.,Gemini
2876,steve pulls into the suburban street at an,unusual time of night.,Gemini
2877,he gripped the tonic the,"in his hand, his eyes gleaming.",Gemini
2878,"his grandfather , a self-made millionaire commission agent",worked as a salesman.,Gemini
2879,"then to surreal ,  thank you for",to meet you here.,Gemini
2880,"my mother pauses , then puts a",places a comforting hand on my shoulder.,Gemini
2881,rmerr flashed me a grin as i,as I sat down at the table.,Gemini
2882,not a lotta men would make the,effort to get out of trouble.,Gemini
2883,but she never ... she never,ever truly loved him.,Gemini
2884,"bruce looks like a beast , his massive","frame, and that made everyone step back.",Gemini
2885,he looked around the room and blew out a breath,and let out a long sigh.,Gemini
2886,i walked up and wiped it away,the tear away.,Gemini
2887,india shrieked and tried to wrench free,free herself from his grip.,Gemini
2888, then i ca,I could leave.,Gemini
2889,john was able to find him,bring him to justice.,Gemini
2890,he ran his fingertip over,the intricate carvings on the ancient artifact.,Gemini
2891,nobody pulls out an uzi on my show,I don’t know what you’re talking about.,Gemini
2892,"behind her , rosalie sat in her own","chair, her face shrouded in shadow.",Gemini
2893,that afternoon every noble was at bartholomews mansion trying to,secure the throne.,Gemini
2894," i told the girlfriend , here i",I’m here to see you.,Gemini
2895,he always left room in his pack for scrounging,"supplies, always prepared for any situation.",Gemini
2896,he lost his business the year after you left,you’re in deep trouble.,Gemini
2897," no , she 's not crazy , and",she's simply eccentric.,Gemini
2898, you mean the hedge,is this an illusion?,Gemini
2899,this crazy emotion shot,"through me, it was intense and overwhelming.",Gemini
2900,despite the impossibility of it at face,"value, it still felt significant.",Gemini
2901,chapter two by the time trevor finished scrubbing,"the cleaning, he felt a sense of accomplishment.",Gemini
2902," ben , you said ...",you said you’d be here earlier?,Gemini
2903,i yawned widely and had a,massive headache.,Gemini
2904, i need to talk,to talk about what happened.,Gemini
2905, you do n't need to,explain yourself.,Gemini
2906,she did n't resist when he,he pulled her close.,Gemini
2907,my eyes fell to the body of stuart vox,and felt a wave of nausea wash over me.,Gemini
2908," i wandered far away from richard 's lifestyle ,",and embraced a life of freedom.,Gemini
2909,"now prepare yourself , the ninja",the ninja warriors are coming.,Gemini
2910,"by bringing it to mine , jamie thought",she felt a sudden surge of power.,Gemini
2911,the rounds had penetrated the front grille of,"the car, causing significant damage.",Gemini
2912,"her worst fear was to be used ,",and the fear was palpable.,Gemini
2913,"he grinned , and suddenly , everything",changed completely.,Gemini
2914,i could practically see her wondering if she,she was making a terrible mistake.,Gemini
2915,"in light of today 's events , i",I’m forced to reconsider my position.,Gemini
2916, it 's only eleven ...,eleven o'clock at night.,Gemini
2917,there were n't bars on the room,any windows or doors.,Gemini
2918, he has n't met him,ever met her before.,Gemini
2919,how did you know the victim,the victim’s identity?,Gemini
2920,distantly she was aware of the warm cascade,of warmth emanating from his body.,Gemini
2921, was dex still here when,I got back?,Gemini
2922,undefeatable was already free to cut them off,the opposing team with ease.,Gemini
2923,he knew it and he did,did what he thought was right.,Gemini
2924,i had sent my father a text telling,telling him I’d be late.,Gemini
2925,you 're doing this for the,the greater good.,Gemini
2926,she made a sound like a,a strangled cry.,Gemini
2927,we started hanging out at a party i,at a party at a friend's house.,Gemini
2928, you do n't want to,let this get out of hand.,Gemini
2929,i 'm not an,an expert.,Gemini
2930,with the last burst of my energy i,managed to escape.,Gemini
2931,"a small , skinny guy dressed all in","black, his face obscured by shadows.",Gemini
2932,then she pointed her left pinkie at us,at the others in the room.,Gemini
2933,richard smiled and made his,way towards the exit.,Gemini
2934,possessing her body took a,significant impact on her life.,Gemini
2935,i 'd make her feel special and always,loved and protected.,Gemini
2936, i 'll call styx to have the,the package to the authorities.,Gemini
2937,savanna 's eyes found mine as,she felt a connection with me.,Gemini
2938," those are runes , but not",the symbols were indecipherable.,Gemini
2939,"caleb , surprised , said ,",his eyes widening in surprise.,Gemini
2940,within thirty seconds he had,he was gone.,Gemini
2941,he then stepped over and lightly,"touched her shoulder, a comforting gesture.",Gemini
2942,no one had ever made,ever made her feel so loved.,Gemini
2943,he did not argue as she insistently helped,she tried to explain the situation.,Gemini
2944,"after the revolutions started in the middle east ,",the political landscape changed dramatically.,Gemini
2945,that was n't as definitive as she 'd,she’d hoped for.,Gemini
2946,"the door opened , the bell rang again",and a wave of relief washed over her.,Gemini
2947,"it is a miracle that she can conceive ,",she was pregnant.,Gemini
2948,his large wide forehead carried no markings and,was unusually smooth.,Gemini
2949,"only , this one was starring",was starring in a new movie.,Gemini
2950,they 'll be looking,be looking for her.,Gemini
2951,mi knew that any revenge she sought must,be swift and decisive.,Gemini
2952, i 'll just need you,your help to get through this.,Gemini
2953," i 'm sorry ,",I’m so sorry for your loss.,Gemini
2954,soap twisted his mobile mouth,his face in a grimace of displeasure.,Gemini
2955,do you wish to make,a deal with the devil?,Gemini
2956,"oh , uh ...",um… I’m not sure what to say.,Gemini
2957,"when they were first married , robin and",were deeply in love.,Gemini
2958,her eyes widened even farther,"more and more, her eyes darting around the room.",Gemini
2959,the commander had said that over the next,"next few weeks, the team will be undertaking a series of high-risk missions.",Gemini
2960,but after tossing and turning for a few,"several hours, tossing and turning, trying to get comfortable.",Gemini
2961,"well , theres the","problem is, there are so many different directions to take.",Gemini
2962,"thierry arteuil was running up the road , his","face pale, his breathing ragged.",Gemini
2963," i bet they do , ''",I’m sure they will.,Gemini
2964," while we 're there , will",you’ll be staying at the hotel?,Gemini
2965,"he would lose me one day , and","I knew that someday, he would find someone else.",Gemini
2966,is n't that who my father has always,always said I was his favorite child.,Gemini
2967,"well , that got rid of",that mess.,Gemini
2968, i 'm going,leaving tonight.,Gemini
2969,"she glanced back , realizing the trash was a",was filled with trash.,Gemini
2970,cale looked down at my hand,and offered a small smile.,Gemini
2971,"it was jack , falling out of a",a speeding car.,Gemini
2972,he reached for the game that lay,on the table and began to play.,Gemini
2973,he took a deep breath and tried to recapture,his composure.,Gemini
2974, but i pulled,pulled away abruptly.,Gemini
2975,perhaps she 'd been ill. perhaps,she'd simply been exhausted.,Gemini
2976, by fifteen i,I knew I had to find a new job.,Gemini
2977,at the same hobby store where hed picked,he’d picked up a new set of tools.,Gemini
2978," i do n't really care , ''",I really don’t care.,Gemini
2979, are you still,still waiting for me?,Gemini
2980,pastor wilson from st. matthias church,"said, his voice solemn.",Gemini
2981,at a friends home you can watch a tv,a movie on your phone.,Gemini
2982,"after a while , i realized it must",it was a setup.,Gemini
2983,what will you do on,vacation?,Gemini
